Country Name,Country Code,Indicator Name,Indicator Code,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Ghana,GHA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.60179983,49.61156953,49.62865937,49.65446147,49.67995974,49.7019904,49.72236936,49.74184724,49.76140531,49.77900585,49.79548088,49.81081941,49.82552105,49.83945053,49.8476028,49.855064,49.8623652,49.86801434,49.87263614,49.87575715,49.87919428,49.88114125,49.87916403,49.87518819,49.87208398
Gibraltar,GIB,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.19901578,50.05957754,49.90447352,49.74568017,49.70242363,49.75442564,49.79802201,49.82678786,49.84959611,49.85331378,49.86512271,49.88156657,49.89444053,49.91325195,49.95024876,49.95834747,49.92296315,49.88622386,49.88177491,49.89877922,49.91729968,49.93116108,49.94649791,49.9464324,49.94946246
Guinea,GIN,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.34583415,49.34071952,49.29369398,49.14411648,49.04265551,49.05862279,49.05207979,49.01337117,48.9824851,48.98384658,48.9970485,49.01122337,49.02630076,49.04442675,49.0594782,49.07380355,49.09589517,49.12904681,49.17273804,49.21632094,49.26097965,49.31059421,49.35977644,49.40841298,49.45415514
"Gambia, The",GMB,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.41132836,49.36637978,49.32478354,49.28672769,49.25152228,49.24964422,49.27866768,49.30756314,49.33722668,49.37086481,49.40803343,49.44388508,49.4799138,49.51656781,49.54837764,49.57919759,49.60856895,49.63493056,49.65911533,49.67986487,49.69966248,49.71702547,49.72942838,49.74093873,49.75384258
Guinea-Bissau,GNB,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.75298863,48.73739509,48.74277836,48.76314241,48.7859324,48.81264285,48.84243535,48.87371504,48.90625851,48.94124525,48.97640536,49.00916451,49.04046656,49.0720732,49.10532172,49.13830221,49.17097313,49.20239541,49.2320741,49.26131461,49.28899637,49.31571712,49.33982463,49.36214073,49.38624579
Equatorial Guinea,GNQ,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.1081409,50.27533132,50.47585539,50.70251783,50.91637217,51.11785645,51.30627878,51.47827173,51.63073851,51.76283234,51.87487877,51.97051604,52.05285585,52.17021321,52.31913247,52.45321121,52.57187594,52.6729192,52.75814964,52.82671604,52.88015174,52.9210943,52.89016816,52.8230627,52.77460016
Greece,GRC,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.80147585,49.81917183,49.82449439,49.81962002,49.8070448,49.78547745,49.75380768,49.7104319,49.65780495,49.59854368,49.53345441,49.46172474,49.38956113,49.32012386,49.25131127,49.19000908,49.13824204,49.09412647,49.06179144,49.03910579,49.02064473,49.00840021,48.99993645,48.98715363,48.93992482
Grenada,GRD,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.1826742,50.23543619,50.29693201,50.34464868,50.3875969,50.41475078,50.42185617,50.42810238,50.43157819,50.43544417,50.44808763,50.46225574,50.47571445,50.45597731,50.40548002,50.36299115,50.32295799,50.27651706,50.22923162,50.18235046,50.1403503,50.09859522,50.06833087,50.04092769,50.00159441
Greenland,GRL,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,53.50034745,53.5058639,53.48319806,53.44766431,53.40051268,53.34050204,53.2831569,53.24766643,53.21504638,53.16886506,53.13195942,53.10052798,53.04963532,52.98642695,52.92798804,52.88559254,52.8425643,52.80794347,52.78811074,52.77320841,52.76501404,52.75607445,52.70945632,52.61632559,52.51124571
Guatemala,GTM,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.73113453,49.71560179,49.7009005,49.68720632,49.67421099,49.66087279,49.64689962,49.63304133,49.61915111,49.60551541,49.59255553,49.5802807,49.56924996,49.55974175,49.55168807,49.54483863,49.53939673,49.53527278,49.53217125,49.52991856,49.52856872,49.52892314,49.52150349,49.50437809,49.48976984
Guam,GUM,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.97948925,50.78758799,50.68482034,50.6915381,50.71756796,50.73905193,50.75668886,50.77236514,50.78427205,50.78567397,50.78039156,50.77105359,50.75103848,50.72472517,50.69354296,50.6638572,50.6335687,50.59948327,50.56609602,50.53497503,50.50214017,50.46849796,50.41452216,50.35887272,50.3254276
Guyana,GUY,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.7722338,49.81768147,49.86423837,49.90964835,49.95416422,49.96147586,49.92925,49.8950256,49.86200613,49.8302096,49.79884638,49.76745672,49.73500265,49.70103328,49.6663826,49.55861497,49.38404905,49.21930358,49.06012091,48.90678308,49.14489112,49.17928321,48.90843224,48.92507398,48.96367867
"Hong Kong SAR, China",HKG,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.68070092,49.4812755,49.28430984,49.07135764,48.83624937,48.5946547,48.35106951,48.10808154,47.87776045,47.67025602,47.47392343,47.27565139,47.07224935,46.88467373,46.73451699,46.59526668,46.44732048,46.29724326,46.22039727,46.21307002,46.19871136,46.18222596,46.15658427,46.12136934,46.07332353
Honduras,HND,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.52580337,50.53812777,50.54225614,50.54587977,50.55057702,50.55683369,50.56104858,50.56492645,50.56987554,50.57456266,50.57876809,50.58182002,50.58297113,50.5815944,50.57792742,50.57220693,50.56626722,50.55988458,50.55213101,50.54391669,50.53514554,50.52596043,50.51471764,50.50135017,50.4881116
Croatia,HRV,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.1492863,48.07734692,47.99854192,47.9562364,47.95445683,47.95891811,47.96964002,47.98503549,48.00577694,48.03133878,48.05856797,48.09099684,48.13211399,48.1771397,48.2229756,48.27116444,48.32445217,48.38203306,48.43765648,48.49571863,48.55522854,48.61064296,48.66289354,48.68924309,48.70634321
Haiti,HTI,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.61940955,49.63190745,49.64218068,49.65112842,49.65853671,49.66423426,49.67089733,49.67530372,49.67490758,49.67355304,49.67157505,49.66889119,49.6881299,49.70447983,49.69624196,49.68673273,49.67496547,49.66194319,49.64719029,49.63087089,49.61432186,49.59597464,49.5754281,49.55506274,49.53570981
Hungary,HUN,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,47.66379231,47.62384245,47.58808887,47.55719592,47.52878803,47.50338553,47.48449476,47.48202839,47.48527478,47.48229589,47.48364595,47.4924862,47.5016334,47.53500994,47.57867945,47.60262603,47.62923746,47.66777466,47.70462952,47.74547114,47.80939896,47.87853737,47.92033248,47.93395035,48.01042568
Indonesia,IDN,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.2771998,50.2858402,50.29370037,50.30153385,50.30929274,50.31624579,50.32432994,50.33430018,50.33935515,50.34372195,50.35021502,50.35444804,50.35840924,50.36482663,50.37092699,50.3728957,50.37316879,50.37490239,50.37606161,50.37655097,50.3756582,50.37354116,50.36732305,50.3564826,50.34577237
Isle of Man,IMN,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.6646683,48.76653988,48.88171303,48.9842666,49.07298239,49.15382543,49.23802382,49.31813889,49.3954729,49.48212084,49.56156933,49.61225351,49.65047478,49.65026675,49.61464583,49.58285796,49.55540193,49.5424258,49.5386459,49.5417564,49.5470009,49.54308794,49.53239892,49.53063622,49.52614205
India,IND,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.72014199,51.7293928,51.73708555,51.74294584,51.7461646,51.74766558,51.74766281,51.74585429,51.74214898,51.73661568,51.72984295,51.72210121,51.71360516,51.70431245,51.69447188,51.68509885,51.67727375,51.67136747,51.66626651,51.66076804,51.65431134,51.64621746,51.63306321,51.61424351,51.59429433
Ireland,IRL,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.64194911,49.6591586,49.68585415,49.69229709,49.67177316,49.68233299,49.76254689,49.89561333,50.01249172,50.00658282,49.89228262,49.76194455,49.66594726,49.59213344,49.54096242,49.51630393,49.47545167,49.46758942,49.49007462,49.50660687,49.52548419,49.53287559,49.54017483,49.55191249,49.56074017
"Iran, Islamic Rep.",IRN,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.7757855,50.74138409,50.70688971,50.67339708,50.64690948,50.66510117,50.72019974,50.76897272,50.80321978,50.8167834,50.81726149,50.81619024,50.81485085,50.80144968,50.77589494,50.75055321,50.71937465,50.68384246,50.65722875,50.63595706,50.61339168,50.58922278,50.56110255,50.52895228,50.49610861
Iraq,IRQ,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.64771058,49.68790634,49.72137969,49.75280291,49.78283087,49.79871123,49.79642806,49.78608078,49.76350782,49.7314476,49.71603321,49.72875997,49.75454084,49.78469217,49.81892366,49.8528175,49.88683544,49.92414947,49.94784348,49.96015513,49.9850212,50.01670455,50.04484575,50.07032041,50.09508469
Iceland,ISL,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.08002625,50.05871208,50.05187201,50.05644409,50.0326618,50.02363691,50.07952497,50.27152231,50.65346795,50.94419486,50.87200793,50.54861982,50.29670188,50.21093478,50.16901417,50.15214922,50.16847554,50.24436658,50.42377299,50.75924245,51.09138508,51.27531363,51.29640084,51.25683503,51.25623828
Israel,ISR,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.24208247,49.26128879,49.28094978,49.29812237,49.3160516,49.33628664,49.35704836,49.37988932,49.40381966,49.42509375,49.44325567,49.45951243,49.48676015,49.5259559,49.56512725,49.60439651,49.64303726,49.67928681,49.71674869,49.75205364,49.78115607,49.80971591,49.83451307,49.85530995,49.87765964
Italy,ITA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.40418838,48.39128649,48.38294934,48.37955327,48.38568619,48.40444631,48.43093825,48.44952591,48.45177306,48.44289276,48.43159796,48.42059498,48.40346559,48.39316168,48.41040672,48.44027531,48.46278913,48.49644146,48.54814712,48.61007507,48.6727811,48.70461278,48.71871247,48.73919083,48.76373098
Jamaica,JAM,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.45937754,49.48936378,49.51383984,49.53380526,49.5479948,49.55619086,49.558525,49.55688804,49.55570593,49.55818128,49.56573662,49.57491567,49.58154955,49.58788043,49.60107862,49.62156467,49.64243684,49.65665812,49.66038046,49.65634943,49.64779228,49.636449,49.62594436,49.6146508,49.60000028
Jordan,JOR,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,52.14912962,52.03100525,51.91907953,51.81759375,51.7292474,51.65755301,51.61046073,51.57836512,51.54367968,51.5111632,51.48049721,51.45086058,51.42251233,51.39533445,51.36961143,51.57868663,51.94754555,52.0811026,52.04245887,52.0041788,51.96599574,51.92793356,51.88873428,51.84795356,51.80739737
Japan,JPN,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.0332107,49.00623217,48.97921917,48.9518602,48.92389068,48.89472392,48.86496406,48.8351444,48.80744515,48.7832478,48.76077387,48.73976016,48.72160806,48.70696354,48.6950396,48.68461219,48.67478289,48.66558424,48.65615586,48.64462301,48.63172932,48.61901237,48.61010114,48.60471495,48.59946648
Kazakhstan,KAZ,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,47.7312832,47.64683076,47.61105634,47.58228775,47.56030118,47.54532614,47.53125628,47.51883721,47.51093805,47.51732711,47.53614002,47.5643183,47.603209,47.64663236,47.68660968,47.72771769,47.77358251,47.8177535,47.87041308,47.9256628,47.97443902,48.01972437,48.05280695,48.08381126,48.12403837
Kenya,KEN,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.54322409,49.55437035,49.57006452,49.58959405,49.61021602,49.63046895,49.65012769,49.6686718,49.68424996,49.69772557,49.70963124,49.71788785,49.72047595,49.71474706,49.70423644,49.69431623,49.68167452,49.66446316,49.6507294,49.63647953,49.61590128,49.60053737,49.59182684,49.5781145,49.56282531
Kyrgyz Republic,KGZ,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.66337852,48.68867253,48.7121245,48.73281723,48.74780196,48.75892921,48.77400215,48.79120697,48.80613557,48.82432954,48.84430863,48.86301194,48.88458204,48.90739681,48.93131154,48.9589409,48.98755972,49.01916828,49.04819451,49.07034678,49.08924151,49.10202869,49.10729767,49.10516545,49.09826724
Cambodia,KHM,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.11056804,49.11020299,49.15082226,49.18950037,49.2252013,49.25863192,49.29374708,49.33088782,49.36726593,49.40232775,49.43870748,49.45956905,49.46472079,49.46936249,49.47411988,49.47778563,49.48022187,49.48351301,49.4854583,49.48835139,49.49067839,49.49031161,49.4943971,49.50302378,49.49669135
Kiribati,KIR,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.25936717,49.20780396,49.17479116,49.12460925,49.07575758,49.07106954,49.06156468,49.02713826,48.99633304,48.98821546,48.97755035,48.96033813,48.92819112,48.88369087,48.83979286,48.79049695,48.73853111,48.69716469,48.66723482,48.63993619,48.61812025,48.60714257,48.6268711,48.67079473,48.7251585
St. Kitts and Nevis,KNA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.55007913,49.59955382,49.65794857,49.69990867,49.69090437,49.64140337,49.58136539,49.52166934,49.45172164,49.37785813,49.30655696,49.2365605,49.1741029,49.13936235,49.1084711,49.0443193,48.96942811,48.88051894,48.79049134,48.69728994,48.60869747,48.51819249,48.42785777,48.34474646,48.28461716
"Korea, Rep.",KOR,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.25330993,50.25321985,50.25262248,50.22667901,50.17708753,50.12689174,50.07414522,50.02204969,49.98007361,49.94591627,49.91108632,49.87561646,49.84825367,49.86825674,49.92574775,49.98088256,50.03387295,50.08010389,50.08336389,50.05065942,50.01843957,49.98561786,49.95989175,49.94190349,49.92193116
Kuwait,KWT,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,58.22475302,58.3883155,58.54619952,58.69996797,58.85167464,59.00297215,59.15520035,59.04765271,58.60208707,58.10491513,57.66168854,57.26826564,56.92957291,56.89158907,57.0962125,57.2804522,57.83683151,59.84205152,60.83881638,60.80029984,61.51786407,61.65639143,61.25660598,60.95589436,60.81108527
Lebanon,LBN,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.42818294,49.45332022,49.47686015,49.49829126,49.51529978,49.53080121,49.54617658,49.55936235,49.56269926,49.56262548,49.57061862,49.58299461,49.59910325,49.6185969,49.64028027,49.66235247,49.68387123,49.59748021,49.3919665,49.16883442,48.92868048,48.67120831,48.53120906,48.51902441,48.4969504
Liberia,LBR,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.20109093,49.20700581,49.21584651,49.23166651,49.25091461,49.26167836,49.27503974,49.30239493,49.33357875,49.36750222,49.40308735,49.43785841,49.4713375,49.51125886,49.54775679,49.5767749,49.60592097,49.63357991,49.66008988,49.68679058,49.71138532,49.73517082,49.75748803,49.77789185,49.79937507
Libya,LBY,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,52.92515783,52.84944755,52.6280411,52.26578664,51.91233609,51.56852122,51.236883,50.92209882,50.77389326,50.78712657,50.80875093,50.82449568,50.83204097,50.87595093,50.90952611,50.88331742,50.84721219,50.79556897,50.74147639,50.71219256,50.70129595,50.67692806,50.64605312,50.62164481,50.60025621
St. Lucia,LCA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.40231424,49.41803154,49.42382445,49.43833518,49.48176441,49.53234343,49.58140271,49.62814265,49.66900943,49.71644838,49.77220957,49.82791948,49.8610583,49.86552035,49.85328435,49.83043833,49.79920368,49.76626068,49.73046204,49.6892692,49.64640673,49.60270574,49.55784799,49.50709988,49.45484468
Liechtenstein,LIE,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.3600497,49.28407175,49.22788106,49.20901246,49.21793844,49.24411765,49.27405248,49.27896425,49.29060735,49.31721195,49.35736279,49.41275403,49.44608362,49.46530714,49.48911108,49.50279846,49.54172957,49.58104671,49.62376027,49.66085143,49.66082607,49.63879216,49.60006193,49.57606496,49.58934066
Sri Lanka,LKA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.90639411,49.83958843,49.77710016,49.68582645,49.56845396,49.45419874,49.34590723,49.24372261,49.13937129,49.02823421,48.91208033,48.78993883,48.67189325,48.56820144,48.49623976,48.44817913,48.40268751,48.36227463,48.32412732,48.28797275,48.25575711,48.22642975,48.19778459,48.17839312,48.16178604
Lesotho,LSO,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.92681902,48.91319664,48.90620075,48.90518652,48.90660184,48.90714139,48.9055014,48.90099443,48.8906201,48.92246649,48.96702479,48.99149848,49.03000721,49.07426447,49.12372403,49.17116656,49.21264465,49.24459092,49.27038555,49.29303511,49.31303989,49.33077294,49.34053503,49.34125343,49.33141067
Lithuania,LTU,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,46.58800549,46.53211497,46.46779661,46.39500335,46.31971282,46.25018193,46.18600353,46.12129183,46.05646459,45.99204625,45.94777659,45.94059574,45.95741536,45.99509387,46.05066821,46.12004072,46.20162695,46.29722667,46.40029751,46.51307476,46.63370337,46.74784834,46.84659289,46.92862508,46.96847881
Luxembourg,LUX,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.27356259,49.34167775,49.32809645,49.29813031,49.31387961,49.3731043,49.46044894,49.50909951,49.53810721,49.55967058,49.60287331,49.67702283,49.74283629,49.83674446,49.94506064,50.02725267,50.08101513,50.1489266,50.21059362,50.24325698,50.27594409,50.29751296,50.31765596,50.32949019,50.3303742
Latvia,LVA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,45.70312675,45.67006175,45.64043084,45.61332865,45.585312,45.57097416,45.56527379,45.54950682,45.53296795,45.52811903,45.5306239,45.54140712,45.56156705,45.58521195,45.62361587,45.68168326,45.74386673,45.81529201,45.89870867,45.98247856,46.06639699,46.15056703,46.23542212,46.31993165,46.38470463
"Macao SAR, China",MAC,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.18494852,48.11993852,48.05346658,47.99918929,47.97438093,47.97063128,47.96847301,47.96641146,47.9608977,47.95470863,47.9598819,47.96867893,47.97370163,47.95211234,47.85986142,47.72656031,47.59809788,47.47650913,47.3624834,47.25708532,47.15963815,47.06616259,46.97072084,46.93893304,46.92103204
